year,state,state_po,county,FIPS,office,candidate,party,candidatevotes,totalvotes,PercentageWon,PartyWon
2012,Iowa,IA,Kossuth,19109,President,Barack Obama,democrat,3850,8923,0.431469237,Republican
2012,Iowa,IA,Kossuth,19109,President,Mitt Romney,republican,4937,8923,0.553289252,Republican
2012,Iowa,IA,Kossuth,19109,President,Other,NA,136,8923,0.015241511,Republican
2012,Iowa,IA,Lee,19111,President,Barack Obama,democrat,10714,18911,0.56654857,Democrat
2012,Iowa,IA,Lee,19111,President,Mitt Romney,republican,7785,18911,0.411665168,Democrat
2012,Iowa,IA,Lee,19111,President,Other,NA,412,18911,0.021786262,Democrat
2012,Iowa,IA,Linn,19113,President,Barack Obama,democrat,68581,118453,0.578972251,Democrat
2012,Iowa,IA,Linn,19113,President,Mitt Romney,republican,47622,118453,0.402032874,Democrat
2012,Iowa,IA,Linn,19113,President,Other,NA,2250,118453,0.018994876,Democrat
2012,Iowa,IA,Louisa,19115,President,Barack Obama,democrat,2452,4968,0.493558776,Democrat
2012,Iowa,IA,Louisa,19115,President,Mitt Romney,republican,2420,4968,0.487117552,Democrat
2012,Iowa,IA,Louisa,19115,President,Other,NA,96,4968,0.019323671,Democrat
2012,Iowa,IA,Lucas,19117,President,Barack Obama,democrat,1987,4323,0.459634513,Republican
2012,Iowa,IA,Lucas,19117,President,Mitt Romney,republican,2254,4323,0.521397178,Republican
2012,Iowa,IA,Lucas,19117,President,Other,NA,82,4323,0.018968309,Republican
2012,Iowa,IA,Lyon,19119,President,Barack Obama,democrat,1423,6509,0.218620372,Republican
2012,Iowa,IA,Lyon,19119,President,Mitt Romney,republican,4978,6509,0.764787218,Republican
2012,Iowa,IA,Lyon,19119,President,Other,NA,108,6509,0.016592411,Republican
2012,Iowa,IA,Madison,19121,President,Barack Obama,democrat,3630,8458,0.429179475,Republican
2012,Iowa,IA,Madison,19121,President,Mitt Romney,republican,4638,8458,0.548356585,Republican
2012,Iowa,IA,Madison,19121,President,Other,NA,190,8458,0.022463939,Republican
2012,Iowa,IA,Mahaska,19123,President,Barack Obama,democrat,4213,10883,0.387117523,Republican
2012,Iowa,IA,Mahaska,19123,President,Mitt Romney,republican,6448,10883,0.59248369,Republican
2012,Iowa,IA,Mahaska,19123,President,Other,NA,222,10883,0.020398787,Republican
2012,Iowa,IA,Marion,19125,President,Barack Obama,democrat,7507,17687,0.424436026,Republican
2012,Iowa,IA,Marion,19125,President,Mitt Romney,republican,9828,17687,0.555662351,Republican
2012,Iowa,IA,Marion,19125,President,Other,NA,352,17687,0.019901623,Republican
2012,Iowa,IA,Marshall,19127,President,Barack Obama,democrat,10257,19064,0.538029794,Democrat
2012,Iowa,IA,Marshall,19127,President,Mitt Romney,republican,8472,19064,0.444397818,Democrat
2012,Iowa,IA,Marshall,19127,President,Other,NA,335,19064,0.017572388,Democrat
2012,Iowa,IA,Mills,19129,President,Barack Obama,democrat,2848,7212,0.394897393,Republican
2012,Iowa,IA,Mills,19129,President,Mitt Romney,republican,4216,7212,0.584581253,Republican
2012,Iowa,IA,Mills,19129,President,Other,NA,148,7212,0.020521353,Republican
2012,Iowa,IA,Mitchell,19131,President,Barack Obama,democrat,2831,5586,0.506802721,Democrat
2012,Iowa,IA,Mitchell,19131,President,Mitt Romney,republican,2643,5586,0.473147154,Democrat
2012,Iowa,IA,Mitchell,19131,President,Other,NA,112,5586,0.020050125,Democrat
2012,Iowa,IA,Monona,19133,President,Barack Obama,democrat,2101,4742,0.443061999,Republican
2012,Iowa,IA,Monona,19133,President,Mitt Romney,republican,2557,4742,0.539223956,Republican
2012,Iowa,IA,Monona,19133,President,Other,NA,84,4742,0.017714045,Republican
2012,Iowa,IA,Monroe,19135,President,Barack Obama,democrat,1731,3830,0.451958225,Republican
2012,Iowa,IA,Monroe,19135,President,Mitt Romney,republican,2026,3830,0.528981723,Republican
2012,Iowa,IA,Monroe,19135,President,Other,NA,73,3830,0.019060052,Republican
2012,Iowa,IA,Montgomery,19137,President,Barack Obama,democrat,1922,5025,0.382487562,Republican
2012,Iowa,IA,Montgomery,19137,President,Mitt Romney,republican,3001,5025,0.59721393,Republican
2012,Iowa,IA,Montgomery,19137,President,Other,NA,102,5025,0.020298507,Republican
2012,Iowa,IA,Muscatine,19139,President,Barack Obama,democrat,11323,19865,0.569997483,Democrat
2012,Iowa,IA,Muscatine,19139,President,Mitt Romney,republican,8168,19865,0.411175434,Democrat
2012,Iowa,IA,Muscatine,19139,President,Other,NA,374,19865,0.018827083,Democrat
2012,Iowa,IA,O'Brien,19141,President,Barack Obama,democrat,1969,7341,0.268219589,Republican
2012,Iowa,IA,O'Brien,19141,President,Mitt Romney,republican,5266,7341,0.717340962,Republican
2012,Iowa,IA,O'Brien,19141,President,Other,NA,106,7341,0.01443945,Republican
2012,Iowa,IA,Osceola,19143,President,Barack Obama,democrat,912,3194,0.285535379,Republican
2012,Iowa,IA,Osceola,19143,President,Mitt Romney,republican,2230,3194,0.698184095,Republican
2012,Iowa,IA,Osceola,19143,President,Other,NA,52,3194,0.016280526,Republican
2012,Iowa,IA,Page,19145,President,Barack Obama,democrat,2613,7079,0.369119932,Republican
2012,Iowa,IA,Page,19145,President,Mitt Romney,republican,4348,7079,0.614211047,Republican
2012,Iowa,IA,Page,19145,President,Other,NA,118,7079,0.016669021,Republican
2012,Iowa,IA,Palo Alto,19147,President,Barack Obama,democrat,2139,4887,0.437691835,Republican
2012,Iowa,IA,Palo Alto,19147,President,Mitt Romney,republican,2660,4887,0.544301207,Republican
2012,Iowa,IA,Palo Alto,19147,President,Other,NA,88,4887,0.018006957,Republican
2012,Iowa,IA,Plymouth,19149,President,Barack Obama,democrat,4164,12950,0.321544402,Republican
2012,Iowa,IA,Plymouth,19149,President,Mitt Romney,republican,8597,12950,0.663861004,Republican
2012,Iowa,IA,Plymouth,19149,President,Other,NA,189,12950,0.014594595,Republican
2012,Iowa,IA,Pocahontas,19151,President,Barack Obama,democrat,1523,4032,0.377728175,Republican
2012,Iowa,IA,Pocahontas,19151,President,Mitt Romney,republican,2396,4032,0.594246032,Republican
2012,Iowa,IA,Pocahontas,19151,President,Other,NA,113,4032,0.028025794,Republican
2012,Iowa,IA,Polk,19153,President,Barack Obama,democrat,128465,228882,0.561271747,Democrat
2012,Iowa,IA,Polk,19153,President,Mitt Romney,republican,96096,228882,0.419849529,Democrat
2012,Iowa,IA,Polk,19153,President,Other,NA,4321,228882,0.018878724,Democrat
2012,Iowa,IA,Pottawattamie,19155,President,Barack Obama,democrat,19644,42301,0.464386185,Republican
2012,Iowa,IA,Pottawattamie,19155,President,Mitt Romney,republican,21860,42301,0.516772653,Republican
2012,Iowa,IA,Pottawattamie,19155,President,Other,NA,797,42301,0.018841162,Republican
2012,Iowa,IA,Poweshiek,19157,President,Barack Obama,democrat,5357,9975,0.537042607,Democrat
2012,Iowa,IA,Poweshiek,19157,President,Mitt Romney,republican,4424,9975,0.443508772,Democrat
2012,Iowa,IA,Poweshiek,19157,President,Other,NA,194,9975,0.019448622,Democrat
2012,Iowa,IA,Ringgold,19159,President,Barack Obama,democrat,1186,2599,0.456329357,Republican
2012,Iowa,IA,Ringgold,19159,President,Mitt Romney,republican,1368,2599,0.526356291,Republican
2012,Iowa,IA,Ringgold,19159,President,Other,NA,45,2599,0.017314352,Republican
2012,Iowa,IA,Sac,19161,President,Barack Obama,democrat,2122,5291,0.401058401,Republican
2012,Iowa,IA,Sac,19161,President,Mitt Romney,republican,3094,5291,0.584766585,Republican
2012,Iowa,IA,Sac,19161,President,Other,NA,75,5291,0.014175014,Republican
2012,Iowa,IA,Scott,19163,President,Barack Obama,democrat,50652,90263,0.561160165,Democrat
2012,Iowa,IA,Scott,19163,President,Mitt Romney,republican,38251,90263,0.423772753,Democrat
2012,Iowa,IA,Scott,19163,President,Other,NA,1360,90263,0.015067082,Democrat
2012,Iowa,IA,Shelby,19165,President,Barack Obama,democrat,2469,6483,0.380842203,Republican
2012,Iowa,IA,Shelby,19165,President,Mitt Romney,republican,3911,6483,0.603270091,Republican
2012,Iowa,IA,Shelby,19165,President,Other,NA,103,6483,0.015887706,Republican
2012,Iowa,IA,Sioux,19167,President,Barack Obama,democrat,2700,17308,0.155997227,Republican
2012,Iowa,IA,Sioux,19167,President,Mitt Romney,republican,14407,17308,0.832389646,Republican
2012,Iowa,IA,Sioux,19167,President,Other,NA,201,17308,0.011613127,Republican
2012,Iowa,IA,Story,19169,President,Barack Obama,democrat,26192,47150,0.555503712,Democrat
2012,Iowa,IA,Story,19169,President,Mitt Romney,republican,19668,47150,0.417136797,Democrat
2012,Iowa,IA,Story,19169,President,Other,NA,1290,47150,0.027359491,Democrat
2012,Iowa,IA,Tama,19171,President,Barack Obama,democrat,4768,9017,0.528778973,Democrat
2012,Iowa,IA,Tama,19171,President,Mitt Romney,republican,4098,9017,0.454474881,Democrat
2012,Iowa,IA,Tama,19171,President,Other,NA,151,9017,0.016746146,Democrat
2012,Iowa,IA,Taylor,19173,President,Barack Obama,democrat,1262,2995,0.421368948,Republican
2012,Iowa,IA,Taylor,19173,President,Mitt Romney,republican,1683,2995,0.561936561,Republican
2012,Iowa,IA,Taylor,19173,President,Other,NA,50,2995,0.016694491,Republican
2012,Iowa,IA,Union,19175,President,Barack Obama,democrat,3043,5957,0.510827598,Democrat
2012,Iowa,IA,Union,19175,President,Mitt Romney,republican,2813,5957,0.472217559,Democrat
2012,Iowa,IA,Union,19175,President,Other,NA,101,5957,0.016954843,Democrat
2012,Iowa,IA,Van Buren,19177,President,Barack Obama,democrat,1402,3569,0.392827122,Republican
2012,Iowa,IA,Van Buren,19177,President,Mitt Romney,republican,2064,3569,0.578313253,Republican
2012,Iowa,IA,Van Buren,19177,President,Other,NA,103,3569,0.028859625,Republican
2012,Iowa,IA,Wapello,19179,President,Barack Obama,democrat,8663,15770,0.549334179,Democrat
2012,Iowa,IA,Wapello,19179,President,Mitt Romney,republican,6789,15770,0.430500951,Democrat
2012,Iowa,IA,Wapello,19179,President,Other,NA,318,15770,0.02016487,Democrat
2012,Iowa,IA,Warren,19181,President,Barack Obama,democrat,12551,26072,0.481397668,Republican
2012,Iowa,IA,Warren,19181,President,Mitt Romney,republican,13052,26072,0.500613685,Republican
2012,Iowa,IA,Warren,19181,President,Other,NA,469,26072,0.017988647,Republican
2012,Iowa,IA,Washington,19183,President,Barack Obama,democrat,5115,11004,0.464830971,Republican
2012,Iowa,IA,Washington,19183,President,Mitt Romney,republican,5562,11004,0.505452563,Republican
2012,Iowa,IA,Washington,19183,President,Other,NA,327,11004,0.029716467,Republican
2012,Iowa,IA,Wayne,19185,President,Barack Obama,democrat,1251,2900,0.43137931,Republican
2012,Iowa,IA,Wayne,19185,President,Mitt Romney,republican,1583,2900,0.545862069,Republican
2012,Iowa,IA,Wayne,19185,President,Other,NA,66,2900,0.022758621,Republican
2012,Iowa,IA,Webster,19187,President,Barack Obama,democrat,9537,18292,0.521375465,Democrat
2012,Iowa,IA,Webster,19187,President,Mitt Romney,republican,8469,18292,0.462989285,Democrat
2012,Iowa,IA,Webster,19187,President,Other,NA,286,18292,0.01563525,Democrat
2012,Iowa,IA,Winnebago,19189,President,Barack Obama,democrat,2903,5918,0.490537344,Republican
2012,Iowa,IA,Winnebago,19189,President,Mitt Romney,republican,2906,5918,0.491044272,Republican
2012,Iowa,IA,Winnebago,19189,President,Other,NA,109,5918,0.018418385,Republican
2012,Iowa,IA,Winneshiek,19191,President,Barack Obama,democrat,6256,11084,0.564417178,Democrat
2012,Iowa,IA,Winneshiek,19191,President,Mitt Romney,republican,4622,11084,0.416997474,Democrat
2012,Iowa,IA,Winneshiek,19191,President,Other,NA,206,11084,0.018585348,Democrat
2012,Iowa,IA,Woodbury,19193,President,Barack Obama,democrat,22302,45019,0.495390835,Democrat
2012,Iowa,IA,Woodbury,19193,President,Mitt Romney,republican,21841,45019,0.485150714,Democrat
2012,Iowa,IA,Woodbury,19193,President,Other,NA,876,45019,0.019458451,Democrat
2012,Iowa,IA,Worth,19195,President,Barack Obama,democrat,2350,4172,0.563279003,Democrat
2012,Iowa,IA,Worth,19195,President,Mitt Romney,republican,1744,4172,0.418024928,Democrat
2012,Iowa,IA,Worth,19195,President,Other,NA,78,4172,0.018696069,Democrat
2012,Iowa,IA,Wright,19197,President,Barack Obama,democrat,2836,6278,0.451736222,Republican
2012,Iowa,IA,Wright,19197,President,Mitt Romney,republican,3349,6278,0.533450143,Republican
2012,Iowa,IA,Wright,19197,President,Other,NA,93,6278,0.014813635,Republican
2012,Kansas,KS,Allen,20001,President,Barack Obama,democrat,1869,5310,0.351977401,Republican
2012,Kansas,KS,Allen,20001,President,Mitt Romney,republican,3316,5310,0.624482109,Republican
2012,Kansas,KS,Allen,20001,President,Other,NA,125,5310,0.02354049,Republican
2012,Kansas,KS,Anderson,20003,President,Barack Obama,democrat,944,3315,0.284766214,Republican
2012,Kansas,KS,Anderson,20003,President,Mitt Romney,republican,2276,3315,0.686576169,Republican
2012,Kansas,KS,Anderson,20003,President,Other,NA,95,3315,0.028657617,Republican
2012,Kansas,KS,Atchison,20005,President,Barack Obama,democrat,2567,6674,0.38462691,Republican
2012,Kansas,KS,Atchison,20005,President,Mitt Romney,republican,3917,6674,0.586904405,Republican
2012,Kansas,KS,Atchison,20005,President,Other,NA,190,6674,0.028468684,Republican
2012,Kansas,KS,Barber,20007,President,Barack Obama,democrat,482,2314,0.208297321,Republican
2012,Kansas,KS,Barber,20007,President,Mitt Romney,republican,1772,2314,0.765773552,Republican
2012,Kansas,KS,Barber,20007,President,Other,NA,60,2314,0.025929127,Republican
2012,Kansas,KS,Barton,20009,President,Barack Obama,democrat,2297,10341,0.22212552,Republican
2012,Kansas,KS,Barton,20009,President,Mitt Romney,republican,7874,10341,0.761435064,Republican
2012,Kansas,KS,Barton,20009,President,Other,NA,170,10341,0.016439416,Republican
2012,Kansas,KS,Bourbon,20011,President,Barack Obama,democrat,1996,6254,0.31915574,Republican
2012,Kansas,KS,Bourbon,20011,President,Mitt Romney,republican,4102,6254,0.655900224,Republican
2012,Kansas,KS,Bourbon,20011,President,Other,NA,156,6254,0.024944036,Republican
2012,Kansas,KS,Brown,20013,President,Barack Obama,democrat,1076,3993,0.269471575,Republican
2012,Kansas,KS,Brown,20013,President,Mitt Romney,republican,2829,3993,0.708489857,Republican
2012,Kansas,KS,Brown,20013,President,Other,NA,88,3993,0.022038567,Republican
2012,Kansas,KS,Butler,20015,President,Barack Obama,democrat,7282,26085,0.279164271,Republican
2012,Kansas,KS,Butler,20015,President,Mitt Romney,republican,18157,26085,0.696070539,Republican
2012,Kansas,KS,Butler,20015,President,Other,NA,646,26085,0.024765191,Republican
2012,Kansas,KS,Chase,20017,President,Barack Obama,democrat,358,1271,0.281667978,Republican
2012,Kansas,KS,Chase,20017,President,Mitt Romney,republican,875,1271,0.688434304,Republican
2012,Kansas,KS,Chase,20017,President,Other,NA,38,1271,0.029897718,Republican
2012,Kansas,KS,Chautauqua,20019,President,Barack Obama,democrat,280,1630,0.171779141,Republican
2012,Kansas,KS,Chautauqua,20019,President,Mitt Romney,republican,1304,1630,0.8,Republican
2012,Kansas,KS,Chautauqua,20019,President,Other,NA,46,1630,0.028220859,Republican
2012,Kansas,KS,Cherokee,20021,President,Barack Obama,democrat,2930,8571,0.341850426,Republican
2012,Kansas,KS,Cherokee,20021,President,Mitt Romney,republican,5456,8571,0.636565162,Republican
2012,Kansas,KS,Cherokee,20021,President,Other,NA,185,8571,0.021584413,Republican
2012,Kansas,KS,Cheyenne,20023,President,Barack Obama,democrat,233,1426,0.163394109,Republican
2012,Kansas,KS,Cheyenne,20023,President,Mitt Romney,republican,1159,1426,0.812762973,Republican
2012,Kansas,KS,Cheyenne,20023,President,Other,NA,34,1426,0.023842917,Republican
2012,Kansas,KS,Clark,20025,President,Barack Obama,democrat,174,1017,0.171091445,Republican
2012,Kansas,KS,Clark,20025,President,Mitt Romney,republican,805,1017,0.791543756,Republican
2012,Kansas,KS,Clark,20025,President,Other,NA,38,1017,0.037364798,Republican
2012,Kansas,KS,Clay,20027,President,Barack Obama,democrat,834,3686,0.22626153,Republican
2012,Kansas,KS,Clay,20027,President,Mitt Romney,republican,2788,3686,0.756375475,Republican
2012,Kansas,KS,Clay,20027,President,Other,NA,64,3686,0.017362995,Republican
2012,Kansas,KS,Cloud,20029,President,Barack Obama,democrat,974,4058,0.240019714,Republican
2012,Kansas,KS,Cloud,20029,President,Mitt Romney,republican,2954,4058,0.7279448,Republican
2012,Kansas,KS,Cloud,20029,President,Other,NA,130,4058,0.032035485,Republican
2012,Kansas,KS,Coffey,20031,President,Barack Obama,democrat,898,3906,0.229902714,Republican
2012,Kansas,KS,Coffey,20031,President,Mitt Romney,republican,2903,3906,0.743215566,Republican
2012,Kansas,KS,Coffey,20031,President,Other,NA,105,3906,0.02688172,Republican
2012,Kansas,KS,Comanche,20033,President,Barack Obama,democrat,143,928,0.154094828,Republican
2012,Kansas,KS,Comanche,20033,President,Mitt Romney,republican,767,928,0.826508621,Republican
2012,Kansas,KS,Comanche,20033,President,Other,NA,18,928,0.019396552,Republican
2012,Kansas,KS,Cowley,20035,President,Barack Obama,democrat,4319,12710,0.339811172,Republican
2012,Kansas,KS,Cowley,20035,President,Mitt Romney,republican,8081,12710,0.635798584,Republican
2012,Kansas,KS,Cowley,20035,President,Other,NA,310,12710,0.024390244,Republican
2012,Kansas,KS,Crawford,20037,President,Barack Obama,democrat,6826,14945,0.456741385,Republican
2012,Kansas,KS,Crawford,20037,President,Mitt Romney,republican,7708,14945,0.515757779,Republican
2012,Kansas,KS,Crawford,20037,President,Other,NA,411,14945,0.027500836,Republican
2012,Kansas,KS,Decatur,20039,President,Barack Obama,democrat,266,1532,0.173629243,Republican
2012,Kansas,KS,Decatur,20039,President,Mitt Romney,republican,1218,1532,0.795039164,Republican
2012,Kansas,KS,Decatur,20039,President,Other,NA,48,1532,0.031331593,Republican
2012,Kansas,KS,Dickinson,20041,President,Barack Obama,democrat,2020,8042,0.251181298,Republican
2012,Kansas,KS,Dickinson,20041,President,Mitt Romney,republican,5832,8042,0.725192738,Republican
2012,Kansas,KS,Dickinson,20041,President,Other,NA,190,8042,0.023625964,Republican
2012,Kansas,KS,Doniphan,20043,President,Barack Obama,democrat,902,3403,0.265060241,Republican
2012,Kansas,KS,Doniphan,20043,President,Mitt Romney,republican,2414,3403,0.709374082,Republican
2012,Kansas,KS,Doniphan,20043,President,Other,NA,87,3403,0.025565677,Republican
2012,Kansas,KS,Douglas,20045,President,Barack Obama,democrat,29267,48145,0.607892824,Democrat
2012,Kansas,KS,Douglas,20045,President,Mitt Romney,republican,17401,48145,0.361429017,Democrat
2012,Kansas,KS,Douglas,20045,President,Other,NA,1477,48145,0.03067816,Democrat
2012,Kansas,KS,Edwards,20047,President,Barack Obama,democrat,298,1385,0.215162455,Republican
2012,Kansas,KS,Edwards,20047,President,Mitt Romney,republican,1059,1385,0.764620939,Republican
2012,Kansas,KS,Edwards,20047,President,Other,NA,28,1385,0.020216606,Republican
2012,Kansas,KS,Elk,20049,President,Barack Obama,democrat,281,1369,0.205259313,Republican
2012,Kansas,KS,Elk,20049,President,Mitt Romney,republican,1049,1369,0.766252739,Republican
2012,Kansas,KS,Elk,20049,President,Other,NA,39,1369,0.028487947,Republican
2012,Kansas,KS,Ellis,20051,President,Barack Obama,democrat,3057,11714,0.26096978,Republican
2012,Kansas,KS,Ellis,20051,President,Mitt Romney,republican,8399,11714,0.717005293,Republican
2012,Kansas,KS,Ellis,20051,President,Other,NA,258,11714,0.022024927,Republican
2012,Kansas,KS,Ellsworth,20053,President,Barack Obama,democrat,702,2712,0.258849558,Republican
2012,Kansas,KS,Ellsworth,20053,President,Mitt Romney,republican,1930,2712,0.711651917,Republican
2012,Kansas,KS,Ellsworth,20053,President,Other,NA,80,2712,0.029498525,Republican
2012,Kansas,KS,Finney,20055,President,Barack Obama,democrat,2682,9084,0.295244386,Republican
2012,Kansas,KS,Finney,20055,President,Mitt Romney,republican,6219,9084,0.684610304,Republican
2012,Kansas,KS,Finney,20055,President,Other,NA,183,9084,0.02014531,Republican
2012,Kansas,KS,Ford,20057,President,Barack Obama,democrat,2600,8362,0.310930399,Republican
2012,Kansas,KS,Ford,20057,President,Mitt Romney,republican,5602,8362,0.669935422,Republican
2012,Kansas,KS,Ford,20057,President,Other,NA,160,8362,0.019134178,Republican
2012,Kansas,KS,Franklin,20059,President,Barack Obama,democrat,3694,10990,0.336123749,Republican
2012,Kansas,KS,Franklin,20059,President,Mitt Romney,republican,6984,10990,0.635486806,Republican
2012,Kansas,KS,Franklin,20059,President,Other,NA,312,10990,0.028389445,Republican
2012,Kansas,KS,Geary,20061,President,Barack Obama,democrat,3332,7845,0.424729127,Republican
2012,Kansas,KS,Geary,20061,President,Mitt Romney,republican,4372,7845,0.557297642,Republican
2012,Kansas,KS,Geary,20061,President,Other,NA,141,7845,0.017973231,Republican
2012,Kansas,KS,Gove,20063,President,Barack Obama,democrat,176,1383,0.127259581,Republican
2012,Kansas,KS,Gove,20063,President,Mitt Romney,republican,1168,1383,0.844540853,Republican
2012,Kansas,KS,Gove,20063,President,Other,NA,39,1383,0.028199566,Republican
2012,Kansas,KS,Graham,20065,President,Barack Obama,democrat,256,1340,0.191044776,Republican
2012,Kansas,KS,Graham,20065,President,Mitt Romney,republican,1056,1340,0.788059701,Republican
2012,Kansas,KS,Graham,20065,President,Other,NA,28,1340,0.020895522,Republican
2012,Kansas,KS,Grant,20067,President,Barack Obama,democrat,456,2306,0.197745013,Republican
2012,Kansas,KS,Grant,20067,President,Mitt Romney,republican,1811,2306,0.785342585,Republican
2012,Kansas,KS,Grant,20067,President,Other,NA,39,2306,0.016912402,Republican
2012,Kansas,KS,Gray,20069,President,Barack Obama,democrat,324,1958,0.165474974,Republican
2012,Kansas,KS,Gray,20069,President,Mitt Romney,republican,1603,1958,0.818692543,Republican
2012,Kansas,KS,Gray,20069,President,Other,NA,31,1958,0.015832482,Republican
2012,Kansas,KS,Greeley,20071,President,Barack Obama,democrat,113,670,0.168656716,Republican
2012,Kansas,KS,Greeley,20071,President,Mitt Romney,republican,543,670,0.810447761,Republican
2012,Kansas,KS,Greeley,20071,President,Other,NA,14,670,0.020895522,Republican
2012,Kansas,KS,Greenwood,20073,President,Barack Obama,democrat,478,2123,0.225153085,Republican
2012,Kansas,KS,Greenwood,20073,President,Mitt Romney,republican,1590,2123,0.748940179,Republican
2012,Kansas,KS,Greenwood,20073,President,Other,NA,55,2123,0.025906736,Republican
2012,Kansas,KS,Hamilton,20075,President,Barack Obama,democrat,163,877,0.185860889,Republican
2012,Kansas,KS,Hamilton,20075,President,Mitt Romney,republican,693,877,0.790193843,Republican
2012,Kansas,KS,Hamilton,20075,President,Other,NA,21,877,0.023945268,Republican
2012,Kansas,KS,Harper,20077,President,Barack Obama,democrat,550,2389,0.23022185,Republican
2012,Kansas,KS,Harper,20077,President,Mitt Romney,republican,1759,2389,0.736291335,Republican
2012,Kansas,KS,Harper,20077,President,Other,NA,80,2389,0.033486815,Republican
2012,Kansas,KS,Harvey,20079,President,Barack Obama,democrat,5373,14294,0.375891983,Republican
2012,Kansas,KS,Harvey,20079,President,Mitt Romney,republican,8588,14294,0.600811529,Republican
2012,Kansas,KS,Harvey,20079,President,Other,NA,333,14294,0.023296488,Republican
2012,Kansas,KS,Haskell,20081,President,Barack Obama,democrat,215,1396,0.154011461,Republican
2012,Kansas,KS,Haskell,20081,President,Mitt Romney,republican,1159,1396,0.830229226,Republican
2012,Kansas,KS,Haskell,20081,President,Other,NA,22,1396,0.015759312,Republican
2012,Kansas,KS,Hodgeman,20083,President,Barack Obama,democrat,179,1060,0.168867925,Republican
2012,Kansas,KS,Hodgeman,20083,President,Mitt Romney,republican,868,1060,0.818867925,Republican
2012,Kansas,KS,Hodgeman,20083,President,Other,NA,13,1060,0.012264151,Republican
2012,Kansas,KS,Jackson,20085,President,Barack Obama,democrat,1901,5561,0.341844992,Republican
2012,Kansas,KS,Jackson,20085,President,Mitt Romney,republican,3527,5561,0.634238446,Republican
2012,Kansas,KS,Jackson,20085,President,Other,NA,133,5561,0.023916562,Republican
2012,Kansas,KS,Jefferson,20087,President,Barack Obama,democrat,2977,8013,0.371521278,Republican
2012,Kansas,KS,Jefferson,20087,President,Mitt Romney,republican,4827,8013,0.602396106,Republican
2012,Kansas,KS,Jefferson,20087,President,Other,NA,209,8013,0.026082616,Republican
2012,Kansas,KS,Jewell,20089,President,Barack Obama,democrat,229,1497,0.152972612,Republican
2012,Kansas,KS,Jewell,20089,President,Mitt Romney,republican,1235,1497,0.8249833,Republican
2012,Kansas,KS,Jewell,20089,President,Other,NA,33,1497,0.022044088,Republican
2012,Kansas,KS,Johnson,20091,President,Barack Obama,democrat,110526,274365,0.402842928,Republican
2012,Kansas,KS,Johnson,20091,President,Mitt Romney,republican,158401,274365,0.577336759,Republican
2012,Kansas,KS,Johnson,20091,President,Other,NA,5438,274365,0.019820312,Republican
2012,Kansas,KS,Kearny,20093,President,Barack Obama,democrat,268,1386,0.193362193,Republican
2012,Kansas,KS,Kearny,20093,President,Mitt Romney,republican,1097,1386,0.791486291,Republican
2012,Kansas,KS,Kearny,20093,President,Other,NA,21,1386,0.015151515,Republican
2012,Kansas,KS,Kingman,20095,President,Barack Obama,democrat,733,3231,0.226864748,Republican
2012,Kansas,KS,Kingman,20095,President,Mitt Romney,republican,2397,3231,0.74187558,Republican
2012,Kansas,KS,Kingman,20095,President,Other,NA,101,3231,0.031259672,Republican
2012,Kansas,KS,Kiowa,20097,President,Barack Obama,democrat,163,1144,0.142482517,Republican
2012,Kansas,KS,Kiowa,20097,President,Mitt Romney,republican,976,1144,0.853146853,Republican
2012,Kansas,KS,Kiowa,20097,President,Other,NA,5,1144,0.004370629,Republican
2012,Kansas,KS,Labette,20099,President,Barack Obama,democrat,3117,8037,0.38783128,Republican
2012,Kansas,KS,Labette,20099,President,Mitt Romney,republican,4742,8037,0.590021152,Republican
2012,Kansas,KS,Labette,20099,President,Other,NA,178,8037,0.022147568,Republican
2012,Kansas,KS,Lane,20101,President,Barack Obama,democrat,172,928,0.185344828,Republican
2012,Kansas,KS,Lane,20101,President,Mitt Romney,republican,739,928,0.796336207,Republican
2012,Kansas,KS,Lane,20101,President,Other,NA,17,928,0.018318966,Republican
2012,Kansas,KS,Leavenworth,20103,President,Barack Obama,democrat,11357,29085,0.39047619,Republican
2012,Kansas,KS,Leavenworth,20103,President,Mitt Romney,republican,17059,29085,0.586522262,Republican
2012,Kansas,KS,Leavenworth,20103,President,Other,NA,669,29085,0.023001547,Republican
2012,Kansas,KS,Lincoln,20105,President,Barack Obama,democrat,289,1483,0.194875253,Republican
2012,Kansas,KS,Lincoln,20105,President,Mitt Romney,republican,1165,1483,0.785569791,Republican
2012,Kansas,KS,Lincoln,20105,President,Other,NA,29,1483,0.019554956,Republican
2012,Kansas,KS,Linn,20107,President,Barack Obama,democrat,1170,4467,0.261920752,Republican
2012,Kansas,KS,Linn,20107,President,Mitt Romney,republican,3177,4467,0.711215581,Republican
2012,Kansas,KS,Linn,20107,President,Other,NA,120,4467,0.026863667,Republican
2012,Kansas,KS,Logan,20109,President,Barack Obama,democrat,197,1350,0.145925926,Republican
2012,Kansas,KS,Logan,20109,President,Mitt Romney,republican,1126,1350,0.834074074,Republican
2012,Kansas,KS,Logan,20109,President,Other,NA,27,1350,0.02,Republican
2012,Kansas,KS,Lyon,20111,President,Barack Obama,democrat,5111,11875,0.4304,Republican
2012,Kansas,KS,Lyon,20111,President,Mitt Romney,republican,6470,11875,0.544842105,Republican
2012,Kansas,KS,Lyon,20111,President,Other,NA,294,11875,0.024757895,Republican
